name,aliases,country,province,lat,lon,Route,URL
Cannon Ice Climbs,- Franconia Notch|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15744,-71.68728,Black Dike,https://www.mountainproject.com/route/105890633/black-dike
Ames Wall,Telluride|CO Ice & Mixed|Colorado,United States,Colorado,37.9355,-107.803,Ames Ice Hose,https://www.mountainproject.com/route/105747549/ames-ice-hose
Mt. Baker,North Cascades|Hwy 20 and North Cascades National Park|Northwest Region|Washington,United States,Washington,48.77969,-121.82043,North Ridge,https://www.mountainproject.com/route/106445849/north-ridge
Miscellaneous Castlewood Boulder problems,Bouldering problems|Castlewood Canyon SP|Denver South|Colorado,United States,Colorado,39.31677,-104.73933,Little Devil,https://www.mountainproject.com/route/105758724/little-devil
Eureka,Silverton|CO Ice & Mixed|Colorado,United States,Colorado,37.8808,-107.5666,Stairway to Heaven,https://www.mountainproject.com/route/105747437/stairway-to-heaven
Rigid Designator Amphitheatre,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.64212,-106.33005,Rigid Designator,https://www.mountainproject.com/route/105747449/rigid-designator
7. Dropline Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15977,-71.36906,Dracula,https://www.mountainproject.com/route/106099877/dracula
Long's Peak/Mt. Meeker Cirque,RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.25446,-105.61575,The Notch Couloir,https://www.mountainproject.com/route/105748837/the-notch-couloir
4. Majo Ranch/N. Facing,2. North Facing/South Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.11454,-109.62631,Mean Green,https://www.mountainproject.com/route/105790722/mean-green
Huntington Ravine - Winter Ice,* Mount Washington|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.27339,-71.28705,Pinnacle Gully,https://www.mountainproject.com/route/105890658/pinnacle-gully
Eureka,Silverton|CO Ice & Mixed|Colorado,United States,Colorado,37.8808,-107.5666,Captain Roos,https://www.mountainproject.com/route/105905603/captain-roos
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,Skylight,https://www.mountainproject.com/route/105747482/skylight
Main Peak,Mt. Shuksan|North Cascades|Hwy 20 and North Cascades National Park|Northwest Region|Washington,United States,Washington,48.83109,-121.60294,Fisher Chimneys,https://www.mountainproject.com/route/112041948/fisher-chimneys
Long's Peak/Mt. Meeker Cirque,RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.25446,-105.61575,Dreamweaver,https://www.mountainproject.com/route/105747529/dreamweaver
Mount Rainier,Mount Rainier National Park|Southwest Cascades|South-West & Tacoma|Washington,United States,Washington,46.8529,-121.76047,Kautz Glacier,https://www.mountainproject.com/route/105906991/kautz-glacier
Dribbles Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.42521,-110.95336,The Dribbles,https://www.mountainproject.com/route/107947835/the-dribbles
Wilmington Notch - High Falls Crag,Climbs near Lake Placid|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.33899,-73.89223,Multiplication Gully,https://www.mountainproject.com/route/105890647/multiplication-gully
Mummy Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4424,-110.9552,Scepter,https://www.mountainproject.com/route/107398346/scepter
4. Majo Ranch/N. Facing,2. North Facing/South Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.11454,-109.62631,High on Boulder,https://www.mountainproject.com/route/105909185/high-on-boulder
Long's Peak/Mt. Meeker Cirque,RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.25446,-105.61575,Alexander's Chimney,https://www.mountainproject.com/route/105747561/alexanders-chimney
Bridalveil area,Telluride|CO Ice & Mixed|Colorado,United States,Colorado,37.9355,-107.803,Bridalveil Falls,https://www.mountainproject.com/route/105917751/bridalveil-falls
Alcove/Pic of the Vic area to the Upper Bridge,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01556,-107.67309,Pick o' the Vic,https://www.mountainproject.com/route/106086237/pick-o-the-vic
Giant Mountain,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.15046,-73.76726,Roaring Brook Falls,https://www.mountainproject.com/route/106263580/roaring-brook-falls
3. Amphitheater Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15516,-71.36736,Hobbit Couloir,https://www.mountainproject.com/route/106106889/hobbit-couloir
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,The Ribbon,https://www.mountainproject.com/route/105747938/the-ribbon
Chapel Pond,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14234,-73.75522,Chouinard's Gully,https://www.mountainproject.com/route/106644184/chouinards-gully
6. Standard Route Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.16007,-71.36916,Standard Route,https://www.mountainproject.com/route/106118043/standard-route
3. Amphitheater Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15516,-71.36736,Pegasus Rock Finish,https://www.mountainproject.com/route/106106926/pegasus-rock-finish
Professor Falls Area,Mt. Rundle|Banff National Park|Alberta|North America|International,Canada,Alberta,51.12423,-115.47034,The Professor Falls,https://www.mountainproject.com/route/107084351/the-professor-falls
Thatchtop Mt (SE aspect),Glacier Gorge|Glacier Gorge Trailhead Ice|RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.28673,-105.6453,All Mixed Up,https://www.mountainproject.com/route/105747163/all-mixed-up
3. Amphitheater Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15516,-71.36736,Chia,https://www.mountainproject.com/route/106099630/chia
Great White Icicle Area,Little Cottonwood Canyon|Central Wasatch|Wasatch Range|Utah,United States,Utah,40.56883,-111.74168,The Great White Icicle,https://www.mountainproject.com/route/105879630/the-great-white-icicle
4. Mt. Webster - Winter Ice & Mixed,- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.19323,-71.39333,Shoestring Gully,https://www.mountainproject.com/route/106100769/shoestring-gully
Flattop Mountain - S side,Emerald Lake / Tyndall Gorge|Bear Lake Trailheads|RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.3092,-105.69,Dragon's Tail Couloir,https://www.mountainproject.com/route/105747512/dragons-tail-couloir
Lake Louise Ice,Lake Louise|Banff National Park|Alberta|North America|International,Canada,Alberta,51.409,-116.2407,Louise Falls,https://www.mountainproject.com/route/107474510/louise-falls
05. East Face - Upper,6.  Mt. Willard (Ice)|- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.20399,-71.40934,Upper Hitchcock Gully,https://www.mountainproject.com/route/110160087/upper-hitchcock-gully
6. Standard Route Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.16007,-71.36916,The Penguin,https://www.mountainproject.com/route/106100132/the-penguin
Mummy Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4424,-110.9552,Mummy II,https://www.mountainproject.com/route/107398332/mummy-ii
The Unnamed Wall,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4431,-110.9679,The Elevator Shaft,https://www.mountainproject.com/route/107039410/the-elevator-shaft
Twin Falls Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.42998,-110.97679,Cleopatra's Needle,https://www.mountainproject.com/route/107091441/cleopatras-needle
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,Choppo's Chimney (aka Chappo's Chimney),https://www.mountainproject.com/route/105747633/choppos-chimney-aka-chappos-chimney
South Side,a. Mt. Hood|Oregon Volcanoes|Oregon,United States,Oregon,45.36567,-121.70244,South Side Route,https://www.mountainproject.com/route/105792904/south-side-route
3. Amphitheater Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15516,-71.36736,Pegasus,https://www.mountainproject.com/route/106106911/pegasus
Sand Point Road to Miners Castle,Munising|Upper Peninsula|Michigan,United States,Michigan,46.45158,-86.5961,The Dryer Hose (aka Life's a Pitch),https://www.mountainproject.com/route/105895152/the-dryer-hose-aka-lifes-a-pitch
Genesis Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4466,-110.9567,Hang Over,https://www.mountainproject.com/route/107947615/hang-over
Long's Peak/Mt. Meeker Cirque,RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.25446,-105.61575,Martha,https://www.mountainproject.com/route/105747546/martha
Cathedral Ledge Ice Climbs,* North Conway Area|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.06349,-71.16594,Repentance,https://www.mountainproject.com/route/105872936/repentance
Chapel Pond,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14234,-73.75522,Crystal Ice Tower,https://www.mountainproject.com/route/106588819/crystal-ice-tower
05. East Face - Upper,6.  Mt. Willard (Ice)|- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.20399,-71.40934,The Cleft,https://www.mountainproject.com/route/107437204/the-cleft
Huntington Ravine - Winter Ice,* Mount Washington|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.27339,-71.28705,Odell's Gully,https://www.mountainproject.com/route/106449898/odells-gully
Chapel Pond Canyon,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14185,-73.75333,Positive Reinforcement,https://www.mountainproject.com/route/106620087/positive-reinforcement
6. Broken Hearts Drainage,1. South Facing/North Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.17345,-109.60407,Broken Hearts,https://www.mountainproject.com/route/105914838/broken-hearts
Genesis Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4466,-110.9567,Genesis II,https://www.mountainproject.com/route/107033040/genesis-ii
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,Slippery When Wet,https://www.mountainproject.com/route/105747443/slippery-when-wet
West Face - Left Side,(g) West Face|Tahquitz Rock|Tahquitz & Suicide Rocks|California,United States,California,33.76002,-116.68503,The Trough,https://www.mountainproject.com/route/105861086/the-trough
Hoosier Pass/Lincoln Fall,CO Ice & Mixed|Colorado,United States,Colorado,39.35576,-106.0825,Scottish Gully,https://www.mountainproject.com/route/105747226/scottish-gully
Spiral Staircase area,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.63418,-106.30189,Spiral Staircase,https://www.mountainproject.com/route/105747195/spiral-staircase
04. East Face - Lower,6.  Mt. Willard (Ice)|- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.20629,-71.40767,Hitchcock Gully (Lower),https://www.mountainproject.com/route/106100784/hitchcock-gully-lower
Chapel Pond Canyon,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14185,-73.75333,Lions on the Beach,https://www.mountainproject.com/route/106603719/lions-on-the-beach
Genesis Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4466,-110.9567,Genesis I,https://www.mountainproject.com/route/107032829/genesis-i
Hidden Falls,Wild Basin|RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.2015,-105.5755,Hidden Falls (main),https://www.mountainproject.com/route/105747199/hidden-falls-main
US Highway 550,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.02432,-107.67134,Horsetail Falls,https://www.mountainproject.com/route/105747475/horsetail-falls
Main Face,Poke-O Moonshine|Northeast|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.40653,-73.50361,Positive Thinking,https://www.mountainproject.com/route/106588803/positive-thinking
Dragontail Peak,"Stuart-Enchantments|Central-East Cascades, Wenatchee, & Leavenworth|Washington",United States,Washington,47.4789,-120.83318,Triple Couloirs,https://www.mountainproject.com/route/107059043/triple-couloirs
North Peak,01 - Hoover Wilderness|High Sierra|California,United States,California,37.98218,-119.31462,North Face North Couloir (right couloir),https://www.mountainproject.com/route/106637286/north-face-north-couloir-right-couloir
Rigid Designator Amphitheatre,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.64212,-106.33005,The Fang,https://www.mountainproject.com/route/105747236/the-fang
Chapel Pond Canyon,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14185,-73.75333,Hot Shot,https://www.mountainproject.com/route/106214330/hot-shot
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,Slip Sliding Away,https://www.mountainproject.com/route/105747434/slip-sliding-away
Avalanche Lake/Pass,Interior High Peaks|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.13347,-73.96688,The Trap Dike,https://www.mountainproject.com/route/107126372/the-trap-dike
05. East Face - Upper,6.  Mt. Willard (Ice)|- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.20399,-71.40934,East Face Slab Right,https://www.mountainproject.com/route/106100810/east-face-slab-right
Genesis Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4466,-110.9567,Lower Green Sleeves,https://www.mountainproject.com/route/107033524/lower-green-sleeves
Pigeon Spire,Bugaboos|Columbia-Shushwap|British Columbia|North America|International,Canada,British Columbia,50.7189,-116.785,Toilet Seat,https://www.mountainproject.com/route/113551862/toilet-seat
Stairway to Heaven,Stairway to Heaven|Provo Canyon Ice|Provo Canyon|Southern Wasatch|Wasatch Range|Utah,United States,Utah,40.33773,-111.60493,Stairway to Heaven,https://www.mountainproject.com/route/105879622/stairway-to-heaven
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,Senator Gulch,https://www.mountainproject.com/route/107470135/senator-gulch
04. East Face - Lower,6.  Mt. Willard (Ice)|- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.20629,-71.40767,Left Hand Monkey Wrench,https://www.mountainproject.com/route/106100801/left-hand-monkey-wrench
Cascade Pass,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.2252,-73.8752,The Cascade,https://www.mountainproject.com/route/107125074/the-cascade
Twin Falls Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.42998,-110.97679,Twin Falls Left + Right,https://www.mountainproject.com/route/107091640/twin-falls-left-right
The Unnamed Wall,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4431,-110.9679,The Fat One,https://www.mountainproject.com/route/107034314/the-fat-one
Cathedral Ledge Ice Climbs,* North Conway Area|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.06349,-71.16594,North End Pillars,https://www.mountainproject.com/route/106106646/north-end-pillars
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,Bird Brain Boulevard,https://www.mountainproject.com/route/105747894/bird-brain-boulevard
Weeping Wall Area,Icefields Parkway|Alberta|North America|International,Canada,Alberta,52.1546,-117.00464,Lower Weeping Wall,https://www.mountainproject.com/route/106942711/lower-weeping-wall
Amphitheater Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.43962,-110.96051,Fat Chance,https://www.mountainproject.com/route/107398262/fat-chance
5.  Mt. Willey / Willey's Slide,- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.18805,-71.40855,Willey's Slide,https://www.mountainproject.com/route/106129619/willeys-slide
Camp Bird Road,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,37.98459,-107.70051,Chockstone Chimney,https://www.mountainproject.com/route/105747440/chockstone-chimney
Rigid Designator Amphitheatre,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.64212,-106.33005,Cupcake Corner,https://www.mountainproject.com/route/106076514/cupcake-corner
Huntington Ravine - Winter Ice,* Mount Washington|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.27339,-71.28705,Damnation Gully,https://www.mountainproject.com/route/106651659/damnation-gully
02. Main Face (aka South Face - Lower),6.  Mt. Willard (Ice)|- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.20216,-71.40932,Cinema Gully,https://www.mountainproject.com/route/106129587/cinema-gully
Little Eiger area - ice,Clear Creek Canyon - Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.74293,-105.29912,Coors Lite,https://www.mountainproject.com/route/105747143/coors-lite
3. Amphitheater Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15516,-71.36736,Smear,https://www.mountainproject.com/route/106372891/smear
Glacier Creek Drainage including Black Lake area,Glacier Gorge|Glacier Gorge Trailhead Ice|RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.27892,-105.63828,Black Lake - West Gully,https://www.mountainproject.com/route/105747232/black-lake-west-gully
Eklutna Canyon,South Central Alaska Ice and Alpine|South Central Alaska|Alaska,United States,Alaska,61.3533,-149.33989,Ripple,https://www.mountainproject.com/route/105909799/ripple
Rigid Designator Amphitheatre,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.64212,-106.33005,Seventh Tentacle,https://www.mountainproject.com/route/105747643/seventh-tentacle
Eureka,Silverton|CO Ice & Mixed|Colorado,United States,Colorado,37.8808,-107.5666,Second Gully,https://www.mountainproject.com/route/105747575/second-gully
Pencil & Eraser area aka Belfry,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.6459,-106.332,The Eraser,https://www.mountainproject.com/route/105747179/the-eraser
(b) North Face,Tahquitz Rock|Tahquitz & Suicide Rocks|California,United States,California,33.76108,-116.68221,Northeast Face West,https://www.mountainproject.com/route/105799960/northeast-face-west
1. Lower Bench,2. North Facing/South Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.16929,-109.58267,The Moratorium,https://www.mountainproject.com/route/105792496/the-moratorium
Cascade Pass,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.2252,-73.8752,Pitchoff Right,https://www.mountainproject.com/route/106639838/pitchoff-right
Weeping Wall Area,Icefields Parkway|Alberta|North America|International,Canada,Alberta,52.1546,-117.00464,Polar Circus,https://www.mountainproject.com/route/106935613/polar-circus
Moose's Tooth,Ruth Gorge|Denali National Park|Interior Alaska/Alaska Range|Alaska,United States,Alaska,62.96972,-150.61126,Ham & Eggs,https://www.mountainproject.com/route/106170930/ham-eggs
Lower Bridge to Scottish Gullies,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01655,-107.6745,Tic Tac,https://www.mountainproject.com/route/105747654/tic-tac
Chapel Pond Canyon,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14185,-73.75333,Ice Slot,https://www.mountainproject.com/route/106674341/ice-slot
Alcove/Pic of the Vic area to the Upper Bridge,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01556,-107.67309,Berzerker,https://www.mountainproject.com/route/106086227/berzerker
Chapel Pond,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14234,-73.75522,Power Play,https://www.mountainproject.com/route/105962813/power-play
Sand Point Road to Miners Castle,Munising|Upper Peninsula|Michigan,United States,Michigan,46.45158,-86.5961,Sweet Mother Moses,https://www.mountainproject.com/route/107485842/sweet-mother-moses
North Face of Pitchoff,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.25022,-73.87088,Central Pillar of Pitchoff,https://www.mountainproject.com/route/106230181/central-pillar-of-pitchoff
Chapel Pond Canyon,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14185,-73.75333,Haggis and Cold Toast,https://www.mountainproject.com/route/106263335/haggis-and-cold-toast
Pumphouse & downhill,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.6459,-106.332,Pumphouse Falls,https://www.mountainproject.com/route/105747717/pumphouse-falls
Cathedral Ledge Ice Climbs,* North Conway Area|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.06349,-71.16594,Goofers Delight,https://www.mountainproject.com/route/106106774/goofers-delight
Ice,Joe's Valley|Central Utah|Utah,United States,Utah,39.26405,-111.12391,Donorcicle,https://www.mountainproject.com/route/105898802/donorcicle
6. Standard Route Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.16007,-71.36916,Standard Right,https://www.mountainproject.com/route/106360087/standard-right
Pencil & Eraser area aka Belfry,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.6459,-106.332,The Pencil,https://www.mountainproject.com/route/105747175/the-pencil
Notchtop & vicinity,Odessa Gorge|Bear Lake Trailheads|RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.3186,-105.694,North Face (which actually faces NE),https://www.mountainproject.com/route/105747552/north-face-which-actually-faces-ne
4. Majo Ranch/N. Facing,2. North Facing/South Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.11454,-109.62631,Moonrise,https://www.mountainproject.com/route/105792068/moonrise
Loch Vale Gorge,Glacier Gorge Trailhead Ice|RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.29421,-105.65195,Mixed Emotions,https://www.mountainproject.com/route/105747203/mixed-emotions
Mummy Area,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4424,-110.9552,The Matrix,https://www.mountainproject.com/route/107398304/the-matrix
4. Mt. Webster - Winter Ice & Mixed,- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.19323,-71.39333,Green Chasm,https://www.mountainproject.com/route/106680167/green-chasm
- Kinsman Notch Ice (aka Luck O' The Irish crag),- Kinsman Notch|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.02923,-71.76617,The Beast,https://www.mountainproject.com/route/106672301/the-beast
Loch Vale Gorge,Glacier Gorge Trailhead Ice|RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.29421,-105.65195,Loch Ness Monster (AKA Crystal Meth),https://www.mountainproject.com/route/105747979/loch-ness-monster-aka-crystal-meth
Moonlight/Snowline Area,Evan Thomas Creek|Kananaskis|Alberta|North America|International,Canada,Alberta,50.88295,-115.12276,Moonlight,https://www.mountainproject.com/route/107419376/moonlight
Alcove/Pic of the Vic area to the Upper Bridge,Uncompahgre Gorge aka Ouray Ice Park|Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.01556,-107.67309,Tangled Up In Blue,https://www.mountainproject.com/route/106085987/tangled-up-in-blue
US Highway 550,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.02432,-107.67134,Charmin Tube,https://www.mountainproject.com/route/118288425/charmin-tube
Cascade Pass,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.2252,-73.8752,Pitchoff Quarry,https://www.mountainproject.com/route/106639863/pitchoff-quarry
Spiral Staircase area,Vail Ice|CO Ice & Mixed|Colorado,United States,Colorado,39.63418,-106.30189,Secret Probation,https://www.mountainproject.com/route/105747713/secret-probation
Mount Pisgah,Lake Willoughby|* VT Ice and Mixed|Vermont,United States,Vermont,44.74518,-72.04622,Last Gentleman,https://www.mountainproject.com/route/106098949/last-gentleman
7. Dropline Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15977,-71.36906,Dropline,https://www.mountainproject.com/route/106110106/dropline
Mount Dennis,Yoho|Rockies|British Columbia|North America|International,Canada,British Columbia,51.37299,-116.47877,Carlsberg Column,https://www.mountainproject.com/route/109110642/carlsberg-column
5. Lost In the Forest Area,* Frankenstein Ice|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.15802,-71.36852,Walk in the Forest,https://www.mountainproject.com/route/107468368/walk-in-the-forest
South Mineral Creek,Silverton|CO Ice & Mixed|Colorado,United States,Colorado,37.80642,-107.77387,Direct North Face,https://www.mountainproject.com/route/106067338/direct-north-face
The Unnamed Wall,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.4431,-110.9679,The Good Lookin' One,https://www.mountainproject.com/route/112382674/the-good-lookin-one
Sand Point Road to Miners Castle,Munising|Upper Peninsula|Michigan,United States,Michigan,46.45158,-86.5961,Dairyland,https://www.mountainproject.com/route/105887033/dairyland
Dexter Creek Slabs,Ouray (Ice/Mixed)|CO Ice & Mixed|Colorado,United States,Colorado,38.0558,-107.67437,Dexter Creek Slab,https://www.mountainproject.com/route/105747388/dexter-creek-slab
Denali,Denali National Park|Interior Alaska/Alaska Range|Alaska,United States,Alaska,63.0724,-150.9467,Cassin Ridge,https://www.mountainproject.com/route/105954372/cassin-ridge
North Face of Pitchoff,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.25022,-73.87088,Arm & Hammer,https://www.mountainproject.com/route/106230194/arm-hammer
North Face of Pitchoff,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.25022,-73.87088,Tendonitis,https://www.mountainproject.com/route/106238081/tendonitis
The Ravines,Kaaterskill Clove|Catskills (Ice)|New York,United States,New York,42.17691,-74.07106,Buttermilk Falls,https://www.mountainproject.com/route/105924612/buttermilk-falls
Long's Peak/Mt. Meeker Cirque,RMNP - Mixed/Ice|CO Ice & Mixed|Colorado,United States,Colorado,40.25446,-105.61575,The Flying Dutchman,https://www.mountainproject.com/route/105747281/the-flying-dutchman
Flanders,Hyalite Canyon|Bozeman Area|Southwest Region|Montana,United States,Montana,45.44598,-110.92931,Champagne Sherbert,https://www.mountainproject.com/route/113969678/champagne-sherbert
1. Lower Bench,2. North Facing/South Side|South Fork Shoshone ICE|Cody|Wyoming,United States,Wyoming,44.16929,-109.58267,Bozo's Revenge,https://www.mountainproject.com/route/105923210/bozos-revenge
05. East Face - Upper,6.  Mt. Willard (Ice)|- Crawford Notch Ice & Mixed|* NH Ice and Mixed|New Hampshire,United States,New Hampshire,44.20399,-71.40934,Read Between The Lines,https://www.mountainproject.com/route/106643432/read-between-the-lines
Mount Pisgah,Lake Willoughby|* VT Ice and Mixed|Vermont,United States,Vermont,44.74518,-72.04622,Glass Menagerie,https://www.mountainproject.com/route/107053343/glass-menagerie
Hoosier Pass/Lincoln Fall,CO Ice & Mixed|Colorado,United States,Colorado,39.35576,-106.0825,Center Flow Slab,https://www.mountainproject.com/route/106322010/center-flow-slab
Chapel Pond,Keene Valley and Chapel Pond|* Adirondack Ice & Mixed|Adirondacks|New York,United States,New York,44.14234,-73.75522,White Line Fever,https://www.mountainproject.com/route/106670026/white-line-fever
