ID,Accident Title,Publication Year,Text,Tags Applied,Country,State_Province,Country_std,State_Province_std,location_name,matched_phrase,lat,lon,climb_tags,climb_primary,Helmet,Rope
127,"Slip on Scree and Rock, Unprotected, Alberta, Rocky Mountains, Mount Temple",1991.0,"Alberta, Rocky Mountains, Mount Temple
On August 13, 1990, a lone climber was descending the “tourist route” on Mount Temple. It is speculated that he went slightly off route at the grey cliff band where the scree trails branch off in various directions, slipped on scree overlying bedrock, and fell down cliffs approximately 65 meters. Another party later discovered his body and reported to the Banff Warden Service. They evacuated the body the same day.
Analysis
Although this is a fairly easy descent route, it requires knowledge of route-finding skills through dangerous terrain. (Source: Marc Ledwidge, Warden Service, Banff National Park)","Deadly, Descent, Unroped , Alpine/Mountaineering, Off-route",CA,Alberta,Canada,Alberta,,,,,[],unknown,unknown,unknown
179,"Avalanche, British Columbia, Coast Mountains, Hudson Bay Mountain",1992.0,"British Columbia, Coast Mountains, Hudson Bay Mountain
During a training exercise around 1700 on November 27, 1991, a six-man Search and Rescue team was struck by an avalanche. Three of them were carried about 35 meters and buried, while one of the others was slightly injured and the remaining two escaped. Of the three who were buried, one was not seriously injured, one was seriously injured, and the third was killed. They were dug out by the uninjured team .members while the third one who was not caught used a portable radio phone to call the Provincial Emergency Program office in Smithers. The PEP sent a rescue team, including snowmobiles and ambulances. The seriously injured victim was flown to hospital in Vancouver, and the other survivors were treated in Bulkley Valley District Hospital and released. (Source: Ian Kay, Vancouver)
(Editor’s Note: No further details of this tragedy were available. As a general comment, there is an understandable tendency toward establishing realistic conditions during training sessions. Leaders and instructors must keep in mind the obvious hazards of that approach.)","Deadly, Serious, Minor, Alpine/Mountaineering, Avalanche, Visibility",CA,British Columbia,Canada,British Columbia,Mount Waddington | aliases: Waddington Range|Coast Mountains|British Columbia|North America|International,coast mountains,51.3732,-125.26319,['alpine'],alpine,unknown,unknown
180,"Cornice Collapse, Unroped, Inattention, Alberta, Rocky Mountains, Saddle Mountain",1992.0,"Alberta, Rocky Mountains, Saddle Mountain
On January 29, 1991, about 1500, Jacques and France had just completed a ski ascent of Saddle Mountain, with their dog accompanying them. They were walking along the corniced ridge to the summit when France broke through the overhanging cornice and fell down the vertical quartzite cliffs into a gully, a total distance of 400 meters. Jacques skied down to report the accident. The area was searched by helicopter in failing light, and two rescuers were slung in to the site. They located France’s body, but due to darkness, it was not recovered until the following morning.
Analysis
Cornices along ridges can present a significant hazard. In this case, the victim may have been led too close to the edge while trying to get her dog away from it. (Source: Banff National Park Warden Service)
(Editor: In reference to the last comment, it would be a most unfortunate case of self- endangerment in attempting to protect another party member.)","Serious, Unroped , Solo, Alpine/Mountaineering, Cornice / Snow Bridge Collapse, Distracted",CA,Alberta,Canada,Alberta,,,,,"['alpine', 'rock']",alpine,unknown,unknown
181,"CORNICE COLLAPSE, INATTENTION, UNROPED, CLIMBING ALONE",1992.0,"British Columbia, Selkirk Mountains, Asulkan Range, Mount Leda
On April 10, an experienced mountaineer, Greg S. (40), registered with the Warden Service at Rogers Pass for ski mountaineering, and then skied to Sapphire Col Hut and set himself up for a stay of two nights. With time left in the day, he decided to ascend and traverse a nearby ridge on skis. The ridge rises from Sapphire Col and ends at Asulkan Pass, comprising three main peaks, all about 2800 meters in elevation and 200 meters above the hut. After traversing Castor and Pollux, Greg attempted to look over the east face of Mount Leda from near its summit, toward Asulkan Pass. He was unable to get the view he wanted, so he removed his skis and walked closer to the edge. The snow cornice which had built up over a nearly vertical rock face about 30 meters high collapsed under him and he fell down the rock and into a steep, narrow gully bounded by snow slopes. A small avalanche occurred and he was carried another 250 meters downslope, and lost consciousness for a short time.
Upon regaining consciousness, Greg attempted to climb back up the slope, but collapsed and fell back downslope. He waited out the night, suspecting he had a back injury. Around 1000 the following day, he attracted the attention of a party ascending in the area. This party attended him at the site, and some of them went out for help, contacting Park Wardens about noon. The regular rescue helicopter and pilot were unavailable, so a backup machine, incapable of effecting normal rescue systems, was used. Rescuers were flown to the site of the accident and the victim was stabilized in preparation for transfer. He was then lowered three pitches down the snow slope and evacuated to Golden, arriving at hospital about 1500, or 24 hours after the accident occurred. He was found to have fractured spinal and facial bones, eye damage, cuts and bruises all over his body, and frostbite of both feet and finger and thumb tips of both hands. (Source: Revelstoke/Glacier National Park Warden Service)
Analysis
Greg had the knowledge and experience to avoid this situation, but he misjudged the location of the edge of the ridge, with few rocks for reference at that spot. The accident could have been fatal for a person traveling alone, and Greg was fortunate that another party was in that area at the time. (Source: Revelstoke/Glacier National Park Warden Service)","Experienced, Serious, Head / Brain Injury, Unroped , Solo, Climbing Alone, Alpine/Mountaineering, Avalanche, Cornice / Snow Bridge Collapse, Exposure, Visibility, Distracted",CA,British Columbia,Canada,British Columbia,,,,,['alpine'],alpine,unknown,unknown
187,"Fall on Ice, Equipment Failure, Exceeding Abilities, Roped but not Belayed, Inadequate Equipment, Inexperience, Alberta, Rocky Mountains, Mount Andromeda",1992.0,"Alberta, Rocky Mountains, Mount Andromeda
On October 7, 1991, Andrew H. and Janies H. climbed the east ridge of Mount Andromeda and reached the east peak at 1605. After a break, they started to descend the north bowl, at which time Andrew lost one of his crampons. They then had to move slower, and it was late in the day, so they decided to bivouac.
The following morning about 1000, Andrew tripped during the descent, and fell down the slope. James tried to hold him by self-arresting. As the rope came tight, Andrew, who was then sliding down with some speed, flew across a crevasse and against the icewall on the far side, and then fell to the bottom. At that time, the force on the rope dislodged James from his hold on the ice, and he was pulled into the same crevasse, falling on top of his partner. Andrew sustained a deep laceration to his forehead, complained of chest pains, and eventually became hypothermic. James was not injured. The following day, they were reported overdue. The Canadian Park Warden Service Search and Rescue located and evacuated them. (Source: Canadian Parks Service, Jasper)
Analysis
This team set out to climb an alpine route on steep snow and ice, traveling across glaciers with large crevasses and icefalls, with inadequate equipment and limited experience. They carried no ice screws or other protection for this type of terrain except for a 45 cm ice tool. Neither person had a helmet or repair kit. When Andrew lost a screw from his crampon, he was unable to fix it prior to losing it on the descent. (Source: Canadian Parks Service, Jasper)","No/Little, Serious, Minor, Descent, Roped, Alpine/Mountaineering, Crampon Issues, Ice Climbing, Crevasse / Moat / Berschrund, Exposure, Visibility, Gear Broke, Inadequate Equipment, Stranded / Lost / Overdue",CA,Alberta,Canada,Alberta,Mount Andromeda | aliases: Icefields Parkway|Alberta|North America|International,mount andromeda,52.18739,-117.07858,"['alpine', 'ice']",alpine,unknown,unknown
199,"Fall on Rock, Inadequate Protection, Exceeding Abilities",1992.0,"Alberta, Rocky Mountains, Cascade Mountain, Bankhead Buttress
A group of six soldiers were climbing on a cliff known as Bankhead Buttress, a few kilometers east of Banff. The leader came off while trying to place protection, and fell ten meters. One foot was badly broken, and nearly severed. Because the accident occurred fairly near to the town, the emergency response was rapid. A paramedic was slung in to the site with Park Wardens by helicopter, and the victim was then slung directly to the hospital in Banff. (Source: Banff National Park Warden Service)
Analysis
The group were climbing on uncharted rock 100 meters or so from any listed route. Where the accident happened, the rock is mostly compact limestone, so it would be difficult to find placements for protection, but that land of rock is excellent for bolting, and pioneers now often carry bolt kits, as well as the ordinary equipment, for protection. (Source: Banff National Park Warden Service)","No/Little, Serious, Roped, Trad Climbing, Visibility, Large Group, Inadequate Protection / Pulled",CA,Alberta,Canada,Alberta,,,,,"['alpine', 'rock']",alpine,unknown,unknown
203,"Fall on Rock, Protection Failure, Inadequate Protection, Alberta, Rock Mountains, Banff Area, Sunshine Slabs",1992.0,"Alberta, Rocky Mountains, Banff Area, Sunshine Slabs
Sunshine Slabs is a short practice cliff just west of Banff. One summer day in 1991, a climber (30) was leading on steep, loose corners to the right of it when he slipped off. The victim fell 15 meters to the ground when a small tree used for protection was pulled out by the force of the fall. He suffered a spinal injury and head and knee lacerations. His companions had him immobilized on a scrap of plywood when Emergency
Medical Services Personnel arrived to help him. (Source: Banff National Park Warden Service)
Analysis
Trees provide very convenient protection placements, and large ones may be reliable, but smaller ones should be suspect. (Source: Orvel Miskiw, ACC Calgary Section)","Serious, Head / Brain Injury, Roped, Trad Climbing, Visibility, Inadequate Protection / Pulled",CA,Alberta,Canada,Alberta,,,,,['rock'],rock,unknown,unknown
211,"Fall on Snow, Unroped, Inadequate Equipment, British Columbia, Coast Mountains, The Lions",1992.0,"British Columbia, Coast Mountains, The Lions
Dan J. and Kris J. were descending crusty snow after a climb about midafternoon on January 20, 1991, when Dan fell, and slid about 100 meters before he struck a tree. He sustained back, leg, and neck injuries. Kris descended to Lions Bay, the nearest village, where rescue operations were started at 1650. Ground support was provided by Lions Bay SAR and the North Shore Rescue Team, and an Armed Forces helicopter summoned from Comox picked up the injured climber about 2230 by the light of flares dropped from a second aircraft. He was flown directly to a hospital in Vancouver, where he was released the following day after treatment. (Source: Ian Kay, Vancouver)
Analysis
Again, details of this incident are unknown, but it appears that the seriousness of the terrain was underestimated. Considering the result of this slip, it would have been prudent for the climbers to take better precautions to protect themselves while moving through it. It appears that they did not have crampons, ice axes, or a rope. (Source: Orvel Miskiw, ACC Calgary Section)","Serious, Descent, Unroped , Solo, Alpine/Mountaineering, Visibility, Inadequate Equipment",CA,British Columbia,Canada,British Columbia,Mount Waddington | aliases: Waddington Range|Coast Mountains|British Columbia|North America|International,coast mountains,51.3732,-125.26319,[],unknown,unknown,unknown
216,"Handhold Pulled Out, Fall on Rock, Inadequate Protection (Chock Pulled), Alberta, Rocky Mountains, Lake Louise Area, Back of the Lake Crag",1992.0,"Alberta, Rocky Mountains, Lake Louise Area, Rack of the Lake Crag
On September 1, 1991, Andrew S. and his friend were rock climbing at the Back of the Lake. Andrew fell when a handhold broke while he was leading the route “Arrow Float” (5.12a). His protection pulled and he fell approximately ten meters to the ground, injuring his femur and head on contact. A doctor on the scene administered first aid, and the victim was flown out with a helicopter by the Warden Service. (Source: Banff National Park Warden Service)
Analysis
Such a long fall may have been prevented by more, and secure, protection. (Source: Banff National Park Warden Service)
(Editor’s Note: On extreme climbs, it’s usually not possible to test holds, which is one other reason for good protection.)","Serious, Roped, Trad Climbing, Handhold/Foothold Broke, Inadequate Protection / Pulled",CA,Alberta,Canada,Alberta,Lake Louise Ice | aliases: Lake Louise|Banff National Park|Alberta|North America|International,lake louise,51.409,-116.2407,['rock'],rock,unknown,unknown
221,"Slip on Rock, Fatigue, British Columbia, Selkirk Mountains, Terminal Peak",1992.0,"British Columbia, Selkirk Mountains, Terminal Peak
On October 7, 1991, the last day of a seven-day mountaineering course, a group from the University of Calgary climbed Terminal Peak, and were descending over broken ground covered with scree and talus. One person simply “went over on the right ankle,” injuring it. He was carried downslope to their bivouac site by other party members. Four of them then hiked out to inform Park Wardens, while the remaining three stayed with the injured person.
At 0600 the next day, a helicopter was dispatched to the bivvy site. After a splint was applied to the victim’s foot, he was evacuated to Golden. He was found to have tom medial and lateral ligaments of the right ankle. (Source: Revelstoke/ Glacier National Park Warden Service)
Analysis
Possibly the fatigue and inattention that often appear toward the end of a climbing trip—in this case a week-long exercise— figured here. (Source: Revelstoke/Glacier National Park Warden Service)","Serious, Descent, Alpine/Mountaineering, Visibility, Fatigue, Distracted",CA,British Columbia,Canada,British Columbia,,,,,['alpine'],alpine,unknown,unknown
222,"Slip on Snow, Unroped, Inadequate Equipment, Exceeding Abilities, Inexperience, Alberta, Rocky Mountains, Mount Niblock",1992.0,"Alberta, Rocky Mountains, Mount Niblock
A party of four were making an ascent of Mount Niblock on July 14, 1991. While traversing an upper slope covered with snow, one of them slipped and slid 200 meters down the slope, over a 25 meter buttress, and finally slid a further 30 meters down a snow slope below that. His companions descended to help him, and two stayed with him while the third ran down to summon help. The victim was slung out by helicopter to a waiting ambulance. His injuries included a fractured femur. (Source: Banff National Park Warden Service)
Analysis
The group was not properly equipped, having only running shoes for footwear and light-weight clothing. They proceeded onto a large, steep snow slope in the heat of the day and encountered very rotten snow conditions. Inexperience was the contributing cause of the accident. Another member of this party had slid down a snow slope and injured himself the previous week. A late spring resulted in a number of snow-related incidents in the area. (Source: Banff National Park Warden Service)
(Editor’s Note: It would appear that this was a group of non-climbers who had set out for what they thought would he a walk. No mention of ice axes appears in the report.)","No/Little, Serious, Unroped , Solo, Alpine/Mountaineering, Visibility, Inadequate Equipment",CA,Alberta,Canada,Alberta,,,,,[],unknown,unknown,unknown
308,"Rope Parted (Worn Through on Rock Edge While Jumarring), Fall on Rock, British Columbia, Coast Mountains, Stawamus Chief",1993.0,"British Columbia, Coast Mountains, Stawamus Chief
On April 8, 1992, Grace W. left her climbing partner near the south summit of Stawamus Chief in order to examine a wall for new route prospects. She was jumarring up the wall at 1415 when her nine mm rope apparently chafed through on a rock ledge. She fell 300 meters and was killed. Police, ambulance, fire department, and Provincial Emergency Program personnel located her body on a ledge and removed it by helicopter.
Analysis
The repeated motions involved in jumarring seem likely to aggravate any tendency for a sharp edge to damage a rope. To minimize the risk, climbers should use the thickest rope that will pass through the jumars, watch for sharp edges and pad them whenever possible. (Source: Ian Kay, Vancouver)","Deadly, Roped, Gear Broke",CA,British Columbia,Canada,British Columbia,Grand Wall Area | aliases: Stawamus Chief|Squamish|British Columbia|North America|International,stawamus chief,49.68218,-123.14798,['alpine'],alpine,unknown,unknown
319,"Stranded, Off Route, Exceeding Abilities, Alberta, Rocky Mountains, Mount Temple",1993.0,"On August 6, 1992, Joe P. and Martin L. climbed the east ridge of Mount Temple (3544 meters) but stalled at 2000 when they reached the Black Towers, unsure if they were on route. They bivvied overnight and tried to continue in the morning. After climbing part way up a gully, they found they could not make any more headway because of bad weather and loose rock, and could not climb down from their position either. With darkness approaching, they tried to send an SOS signal by headlamp to the lodge at Moraine Lake. Their signal was seen and the Banff Park Warden Service was contacted. A search was initiated at first light on August 8, and the pair were located in the Black Towers around 3200 meters. They were rescued by helicopter. (Source: Banff National Park Warden Service)
Analysis
These climbers were experienced, but had route-finding problems and were uncomfortable with the type of rock they encountered. Acquiring further information on the climb before attempting it may have kept them from getting off route. The Black Towers have often been climbed straight on, so they are not necessarily ‘off route,’ except to someone who has heard about bypassing them and intends to do so; it’s doubtful that they present climbing as difficult as the Big Step lower on the mountain, so anyone who gets over that should have no trouble negotiating the towers. However, by the time most climbers reach them, they feel the worthwhile part of the climb is behind and want only to get off it, walk to the summit, and then get off the mountain. The Black Towers therefore represents an ominous and unwelcome complication, best bypassed through gullies to the left. (Source: Orvel Miskiw)","No/Little, Serious, Alpine/Mountaineering, Off-route, Late in Day, Stranded / Lost / Overdue",CA,Alberta,Canada,Alberta,,,,,['alpine'],alpine,unknown,unknown
370,"Avalance, Poor Choice of Route, Alberta, Rocky Mountains, Plain of Six Glaciers",1994.0,"Two climbers visiting from Europe attempted to reach Abbot s Pass from Lake Louise on May 11, 1993. They turned around due to the evident avalanche hazard, but on the way back they were hit by a large class-three wet avalanche as they crossed a ledge on the summer trail.
J.U. (29) was near the edge of the slide and escaped by pasting himself under a slight overhang, where the avalanche roared over him. His female companion was swept over a short cliff and carried about 100 meters, but luckily ended up on top of the huge deposit with no serious injuries other than a broken leg. J.U. relocated her to a safer spot and went for help.
Analysis
It is unusual for people to approach Abbot's Pass this early in the season. They realized the difficulties of the glaciated basin known locally as the “Deathtrap” as they approached it, but were avalanched late in the afternoon of a hot spring day, on what appeared to be relatively tame ground on the way back down the valley. Also, following the summer trail put them in a position of crossing an obvious huge slide path on dangerously exposed ledges, while an alternative route was available. (Source: Banff National Park Warden Service)","Serious, Minor, Alpine/Mountaineering, Poor Cond/Seasonal Risk, Avalanche",CA,Alberta,Canada,Alberta,,,,,[],unknown,unknown,unknown
