ID,Accident Title,Publication Year,Text,Tags Applied,Country,State_Province,Country_std,State_Province_std,location_name,matched_phrase,lat,lon,climb_tags,climb_primary,Helmet,Rope
797,"Rockfall, Alberta, Rocky Mountains, Cascade Waterfall",1998.0,"Alberta, Rocky Mountains, Cascade Waterfall
On Feb. 20, after a successful ascent of this waterfall (III, WI3), a party of three were setting up to rappel the route. A large rock (estimated at 50 to 80 lbs) came from above and hit one member in the head. He was wearing a helmet. He was knocked unconscious, and was bleeding from the ears. When he came to, his partners lowered him to the base of the route. A passerby on the highway noticed the evacuation and called the warden service. A rescue party was dispatched along with Banff EMS. The patient was stabilized on the trail and transported to the Banff hospital.
Analysis
The patient was later diagnosed with a depressed basal skull fracture. It is likely that wearing a helmet saved his life. (Source: Parks Canada Warden Service)","Serious, Head / Brain Injury, Roped, Ice Climbing, Natural Rockfall",CA,Alberta,Canada,Alberta,,,,,[],unknown,unknown,rope
1040,"Fall on Ice, Climbing Alone and Unroped, Alberta, Roche a Perdix, Drambuie Deamon",2001.0,"Alberta, Roche a Perdix, Drambuie Deamon
On December 16,1.R. attempted to solo climb Drambuie Deamon, a 95-meter water ice Grade 3 or 4 route, depending on the chosen finish for the climb. He had been climbing for two years and had done the climb before. I.R. dropped his wife off in Hinton at 1200 and planned to pick her up by 1500. His wife called for assistance at 1745 when I.R had not returned. Jasper National Park Wardens responded that night. I.R. was found dead near the base of the climb with ice tools attached to his wrists and his rope coiled and on his pack. Analysis
It is difficult to conclude exactly what caused I.R. to fall, but ice quality was likely poor, as the week prior had been very cold with minimum temperatures of-30 degrees C. (Source: Lisa Paulson, Jasper National Park Warden Service)","Moderate, Deadly, Unroped , Solo, Climbing Alone, Ice Climbing",CA,Alberta,Canada,Alberta,,,,,[],unknown,unknown,no_rope
1050,"Fall on Rock, Inadequate Protection—Belay Anchor, Inadequate Belay, British Columbia, Squamish, Sickle",2001.0,"British Columbia, Squamish, Sickle
Two climbers were ascending a route called Sickle on the Apron on May 20. They were anchored to a conifer tree, about five to ten centimeters in diameter and three meters tall. The lead climber fell, pulling off the belayer and the tree. They fell about 40 meters and were caught by a clump of trees. One suffered a broken ankle and ribs, and both were bruised and cut. (Source: CASBC Access News #21)
Analysis
Trees on steep cliffs are often poorly rooted. Climbers should always examine the tree carefully, test it, and back it up with more protection if there is any doubt. (Source: Nancy Hansen)","Serious, Roped, Inadequate Protection / Pulled, Anchor Failure / Error, Belay Error",CA,British Columbia,Canada,British Columbia,Grand Wall Area | aliases: Stawamus Chief|Squamish|British Columbia|North America|International,squamish,49.68218,-123.14798,[],unknown,unknown,rope
1284,"Falling Icicle, Fall on Ice, Inadequate Protection 
Alberta, Waterton Lakes National Park, Cameron Lake Road, Pearl Necklace",2003.0,"On March 2, a climber was five to seven meters into a lead on Pearl Necklace (50 m. WI 5+), without placing any protection. He had placed a tool and kicked one foot into a free-hanging icicle when it broke. The climber barn-doored backward, then fell, hitting the ground shortly after the large icicle. He landed feet first then rolled a short distance downslope. He suffered a broken tibia and fibula in his left leg.
Analysis
The climber gambled on an unprotected move onto a risky icicle, with the potential of groundfall as a consequence. (Source: Parks Canada Warden Service, Brent Kozachenko)","Serious, Roped, Ice Climbing, Inadequate Protection / Pulled",CA,Alberta,Canada,Alberta,Quick and Dirty (Bridal veil amphitheatre) | aliases: Waterton Lakes National Park|Alberta|North America|International,waterton lakes national park,49.07345,-113.94939,[],unknown,unknown,unknown
1340,"Fall on Rock, Alberta, Banff National Park, Moraine Lake, Schiesser Ledges Route",2004.0,"Alberta, Banff National Park, Moraine Lake, Schiesser Ledges Route
On July 23, G.A. (62) was a member of a guided party that was on a multiday traverse in the ten peaks area in Banff National Park. The party had climbed up to The Neil Colgan Hut from the Fay Hut and had spent two days ascending peaks in the vicinity of the hut. On the day of the accident, they had descended from the hut down the Schiesser Ledges route and had finished all of the down-climbing and rappels. They had unroped and taken off their harnesses and helmets and were walking down the moraine towards Moraine Lake when G.A. fell off the side of the moraine and tumbled about 50 meters down the steep side wall. The guide quickly climbed down to him and found him unconscious from a head injury and facial trauma. One of the members of the party used the handheld radio that the group carried and began transmitting “Mayday!” over the Park’s frequency. Eventually dispatchers and rescue crews were able to make two-way contact with the reporting person and determine where the accident had taken place. G.A. was heli-slung from the site by HRFS and transported by Air and Stars Air Ambulance to Calgary.
G.A. spent two weeks in hospital and had full expectation of recovery from his injuries, but shortly after he was transferred from the ICU, he developed blood clots and subsequently died.
Analysis
In the kind of terrain where G.A. fell, most anybody would walk comfortably unroped. The top of the moraine at that point was several meters wide. G.A. had spent several days previously in much more technical terrain and according to the guide had demonstrated surefootedness and a good tolerance for exposure. There is conjecture that G.A. may have suffered some loss of consciousness before his fall, but he could not remember any of the details of the incident and none of the party witnessed the events prior to seeing him actually falling down the side of the slope. It is good practice for guides to teach guests how to operate the two-way radios they carry and instruct them on what information to relay if they have to call in for assistance. A clear description of the problem and the exact location of the incident are the most important to rescue crews.
A sad footnote to this story is the fact that G.A.’s wife had died two years previously on a guided ski trip in the Alps and this trip was G.A.’s first return to the mountains since that incident. (Source: Parks Canada Warden Service, Bradford White)","Deadly, Head / Brain Injury, Descent, Unroped , Solo",CA,Alberta,Canada,Alberta,Mt. Temple | aliases: Valley of the Ten Peaks|Banff National Park|Alberta|North America|International,banff national park,51.3512,-116.2058,[],unknown,unknown,no_rope
1370,"Late Start, Failure to Follow Route, Darkness, Stranded, Alberta, Kananaskis Country, Mount Indefatigable",2004.0,"Alberta, Kananaskis Country, Mount Indefatigable
On September 14, two women (28 and 36), from Canmore spent the night on a cliff ledge after darkness forced them to interrupt their climb of the Joy route on Mount Indefatigable. They left Canmore at about 9:00 a.m. and did not start their ascent of this lengthy route until late in the morning, at approximately 11:30 a.m. They finished it near dusk. The exit route they took was incorrect and put them on a series of cliffs. They reached a suitable bivvy ledge in the dark and elected to wait until first light to resume their exit. At first light, searchers found the climbers on this ledge and determined that they could not move up or down from their position. A helicopter dropped two conservation officers onto a cliff band above them. The women ascended to the conservation officers via a rope that was lowered to them and the group was then lifted to safety by the helicopter at about 11:30 a.m. September 15. Neither woman was hurt but both were cold and dehydrated. (Source: Cathy Ellis, Burke Duncan)
Analysis
The climbers later reported in the local news that they felt that they would have been able to complete their climb, but as the rescue team was already on hand, they elected to be helicoptered off the route. It should be noted that this was a high-risk evacuation for the pilot and rescuers due to very strong winds at all elevations.","Serious, Roped, Trad Climbing, Visibility, Off-route, Late in Day, Late Start, Stranded / Lost / Overdue",CA,Alberta,Canada,Alberta,Moonlight/Snowline Area | aliases: Evan Thomas Creek|Kananaskis|Alberta|North America|International,kananaskis,50.88295,-115.12276,[],unknown,unknown,unknown
1432,"Fall on Rock, Unroped, Climbing Alone, Quebec, Mont Saint Hilaire",2005.0,"On September 6, a hiker made a macabre discovery at the foot of the northern slopes of Mont Saint Hilaire. A body rested among the rocks at the foot of a 250 metre high cliff near the “Cave of the Fairies.” A camera was located by the search and rescue team near Y.L.’s body.
It is surmised that Y.L. was alone and decided to climb the cliff in an attempt to take photographs. It appears that Y.L. (30) ascended in an area which was particularly difficult to climb without proper climbing gear, which he did not have. He lost his footing and fell approximately 50 metres to his death. A local resident thought that he heard a cry at approximately 1930 the night before on September 5, but he did not alert authorities due to the large number of hikers in this popular area. The victim was not immediately identified, as he was not carrying any identification.
Analysis
Parties are often lured into situations where their ambitions exceed their skills and physical abilities. Your best protection is to know your own limits (and those of your partners) and to resist being tempted far beyond them. (Source: Roger LaFrance–L’Oeil Regional, Steve Castonguay)","Deadly, Unroped , Solo, Climbing Alone, Inadequate Equipment",CA,Quebec,Canada,Quebec,,,,,[],unknown,unknown,unknown
1444,"Falling Rock, Alberta, Kananaskis County, Mount John Laurie (Mount Yamnuska)",2005.0,"Alberta, Kananaskis Country, Mount John Laurie (Mount Yamnuska)
At the same time as they were searching for C.N. on Mount Brock on April 23, the conservation officers were called to a rescue on Mount Yamnuska about 1300. A climber was fixing a project, (climbing route) he was working on and a block fell and hit him. The rock knocked him off his stance. He hit the belay ledge eight feet below him and broke both his lower limbs in the ankle area. The hurt climber was able to call 911 on his cell phone. He then lowered himself down from the scree slope. He was slung out by helicopter. (Source: Burke Duncan)
Analysis
Spontaneous rockfall and hold failure is common in this area because of the nature of the rock in combination with the winter melt and freeze conditions. This is evident in the large scree slopes below the crag. For that reason it is imperative that climbers be alert for rockfall and holds be tested before fully weighting them.","Serious, Natural Rockfall, Ledge Fall",CA,Alberta,Canada,Alberta,Moonlight/Snowline Area | aliases: Evan Thomas Creek|Kananaskis|Alberta|North America|International,kananaskis,50.88295,-115.12276,[],unknown,unknown,rope
2158,"Falling Rock - Failure to Follow Directions (Off Route), Failure to Test Holds 
Alberta, Yamnuska, Directissima",2013.0,"This incident occurred on September 18. While climbing the Directissima Route on Yamnuska, the leader pulled off a large block, hitting the belayer. The belayer was knocked unconscious for 20 to 25 seconds before becoming responsive. He was bleeding with a head injury. Rescue personnel arrived from both Kananaskis Public Safety and Banff National Park to evacuate the patient. The injured party was slung off and transferred to hospital via air ambulance. The injured belayer sustained a laceration and a concussion.
Analysis
The leader was off route, failed to follow directions, and did not test the rock for loose holds. Proactive anticipation of risks requires leaders to recognize poor rock quality and to know when they are off route.","Serious, Head / Brain Injury, Roped, Trad Climbing, Off-route, Object Dropped/Dislodged, Handhold/Foothold Broke",CA,Alberta,Canada,Alberta,6. Kahl Wall | aliases: Yamnuska|Bow Valley|Alberta|North America|International,yamnuska,51.1238,-115.1185,[],unknown,unknown,rope
2489,"Bear Attack 
Canada, Alberta, Banff National Park, Mt. Wilson ",2016.0,"On November 29, British climbers Greg Boswell and Nick Bullock were descending in the dark from a reconnaissance of a very difficult mixed route high on the west side of Mt. Wilson, above the Icefields Parkway, when a grizzly bear attacked Boswell, badly biting one of his legs. Boswell fought back until the bear dropped him. The two retreated as quickly as they could, but not as quickly as they would have liked because of darkness and technical terrain (including rappels). Upon reaching the hospital early the next morning, Boswell required numerous stitches for his wounds.
ANALYSIS
This incident was widely reported and more details can be found online, including a first- person account on Bullock’s blog (nickbullockclimber.co.uk). Wildlife officials said the climbers likely stumbled on the bear’s den as it was preparing to enter hibernation. Parks Canada closed the area for the remainder of the winter to protect the bear. Grizzly bears may not go into hibernation until ice season is well under way in the Canadian Rockies. Climbers should consider carrying bear spray as a precaution, at least during approaches. (Source: The Editors.)","Serious, Descent, Alpine/Mountaineering, Visibility, Wildlife, Late in Day",CA,Alberta,Canada,Alberta,Mt. Temple | aliases: Valley of the Ten Peaks|Banff National Park|Alberta|North America|International,banff national park,51.3512,-116.2058,[],unknown,unknown,rope
73,"Inadequate Protection—Rappel Failure, Anchor Sling, Knot Parted, Washington, Icicle Creek Canyon",1990.0,"Washington, Icicle Creek Canyon
On August 28, 1989, Gretchen Glatte (23) fell about 20 meters, breaking her neck, elbow and both wrists, and collapsing a lung when the sling being used for an anchor to lower her parted. (Source: From a report by Richard Watson)
(Editor’s Note: This is the fifth report of this kind of accident for 1989: two in Canada, three in the United States—all narratives presented in this volume.)","Serious, Descent, Roped, Knot & Tie-in Error, Inadequate Protection / Pulled, Anchor Failure / Error, Rappel Error",US,Washington,United States,Washington,"Snow Creek Wall | aliases: Snow Creek Area|Icicle Creek|Leavenworth|Central-East Cascades, Wenatchee, & Leavenworth|Washington",icicle creek,47.52963,-120.71869,[],unknown,unknown,unknown
74,"Inadequate Protection—Rappel Failure, Knot Parted, Washington, Tonasket Crags",1990.0,"Washington, Tohasket Crags
On July 24, 1989, Gary Hickenbottom (39) plunged 12 meters to the ground, breaking both legs and a heel, when his rappel ropes parted. (Source: Gary Hickenbottom)
Analysis
Improperly set up rappel—a knot evidently failed. Don’t get in a hurry. Proper use of knots. (Source: Gary Hickenbottom)","Serious, Descent, Roped, Knot & Tie-in Error, Inadequate Protection / Pulled, Rappel Error",US,Washington,United States,Washington,,,,,[],unknown,unknown,rope
98,"Fall on Rock, Climbing Unroped, Inadequate Footwear, California, Yosemite Valley",1991.0,"California, Yosemite Valley
On July 18, Amy Khoo (19), Matthew Enu (24) and a newly met climbing partner, Joey Chiarucci (26) were using technical climbing equipment to climb the lower Yosemite Falls waterfall route, just to the east of lower Yosemite Falls. They completed this climb safely, and then secured their climbing gear in their backpacks. They remained at the top of the lower falls for a few hours, swimming in the pool there.
They then attempted to descend from the area by first climbing to the top of a granite bench by which they then were going to walk off from the climb, going to the east across Sunnyside bench. At this point they were not wearing their climbing boots. In fact, Amy Khoo was wearing Birkenstock sandals. As Khoo attempted to climb to the top of the bench, she lost her footing and fell about eight meters down a moderate angle slope. She was injured, knocking out several teeth, possibly fracturing her left femur, and sustaining multiple areas of significant abrasions to her arms and legs. Matthew rappelled down to her, determined that she needed medical attention and a technical evacuation, and sent Joey Chiarucci down to the NPS Maintenance Yard where he contacted Ranger Cameron Jacobi at 1910. I organized an immediate response, sending a blitz team headed by John Dill up Sunnyside Bench with initial medical and technical gear. A follow-up team, headed by Jacobi then geared up and followed Dill a half hour later. Due to darkness, Khoo was not evacuated by helicopter. Litter evacuation was completed by 0100 on July 19. (Source: James Tucker, Ranger, Yosemite National Park.)","No/Little, Serious, Descent, Unroped , Solo",US,California,United States,California,2. Southwest Face | aliases: B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,yosemite valley,37.73051,-119.63828,[],unknown,unknown,rope
99,"Fall on Rock, Climbing Unroped, No Hard Hat, Intoxicated, California, Yosemite Valley",1991.0,"California, Yosemite Valley
Around 1830 on July 15, Troy Johnson (22) met with Bill Russell. Russell stated Johnson at that particular time was intoxicated, yet expressed his desire to perform a solo over the Church Bowl. According to Russell, Johnson was climbing a route currently known as “Revised,” rated at 10(a). No ropes or protection was utilized. Approximately two to three meters up, Russell heard Johnson yell, “Oh, shit!” and then heard Johnson’s body hit the ground. When he approached Johnson on the ground to offer assistance, he observed no active respirations. He initiated artificial respirations and Johnson began to breath spontaneously. Significant amounts of hemorrhaging was observed from the back of his head. At that time Russell went for help. Johnson was taken to the clinic, and then, after stabilization, was taken to a hospital. Initial prognosis was not favorable, but he has made nearly a full recovery. (Source: Thomas Wilson, Ranger, Yosemite National Park)
Analysis
We were informed that Johnson had been reportedly consuming alcoholic beverages throughout the day. At least eight 354 ml. cans of Old English 800 Malt Liquor have been traced to have been consumed by Johnson on that day with the possibility of additional consumption prior to those accounted. The majority of these beverages were purchased by Johnson at the Deli. At approximately 1810, Johnson was reported to be under the influence by an off duty NPS employee. During a brief conversation,
Johnson was quoted to have said, “Old English is courage in a can.” (Source: Thomas Wilson, Ranger, Yosemite National Park)","Serious, Unroped , Solo, No Helmet, Intoxicated",US,California,United States,California,2. Southwest Face | aliases: B. El Capitan|Valley North Side|Yosemite Valley|Yosemite National Park|California,yosemite valley,37.73051,-119.63828,[],unknown,unknown,no_rope
